servert,return,case,BTC-USD,BTC-EUR,BCH-USD,BCH-EUR,BCH-BTC
1565925301587000.0,1.00021,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925301980000.0,1.00022,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925302525000.0,1.00019,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925303680000.0,1.00023,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925304440000.0,1.00026,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925304789000.0,1.0002,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305121000.0,1.00024,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305568000.0,1.00028,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305593000.0,1.00032,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305658000.0,1.00035,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305726000.0,1.00036,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305854000.0,1.00043,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925305992000.0,1.00047,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925306150000.0,1.00044,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925306296000.0,1.00048,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925306772000.0,1.00004,3.0,0.0,1.0,0.0,-1.0,1.0
1565925306772000.0,1.00055,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925306830000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565925306830000.0,1.00059,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307321000.0,1.00056,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307422000.0,1.0006,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307515000.0,1.00011,3.0,0.0,1.0,0.0,-1.0,1.0
1565925307515000.0,1.00063,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307652000.0,1.00057,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307830000.0,1.00061,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307886000.0,1.00064,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925307898000.0,1.00004,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308186000.0,1.00026,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308202000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308202000.0,1.00069,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308360000.0,1.00018,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308360000.0,1.00072,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308394000.0,1.00073,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308639000.0,1.00025,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308639000.0,1.0008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308647000.0,1.00003,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308647000.0,1.00058,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308663000.0,1.00004,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308693000.0,1.00059,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308835000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308835000.0,1.00063,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308867000.0,1.00009,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308867000.0,1.00064,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308899000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308899000.0,1.00061,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308982000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925308982000.0,1.00068,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925308992000.0,1.00013,3.0,0.0,1.0,0.0,-1.0,1.0
1565925309190000.0,1.00069,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309550000.0,1.00006,3.0,0.0,1.0,0.0,-1.0,1.0
1565925309550000.0,1.00062,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309102000.0,1.0001,3.0,0.0,1.0,0.0,-1.0,1.0
1565925309102000.0,1.00066,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309283000.0,1.00067,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309420000.0,1.00017,3.0,0.0,1.0,0.0,-1.0,1.0
1565925309420000.0,1.00074,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309482000.0,1.00075,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309677000.0,1.00085,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925309976000.0,1.00086,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310590000.0,1.00021,3.0,0.0,1.0,0.0,-1.0,1.0
1565925310590000.0,1.00089,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310139000.0,1.0009,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310178000.0,1.00024,3.0,0.0,1.0,0.0,-1.0,1.0
1565925310178000.0,1.00093,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310319000.0,1.00087,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310320000.0,1.00017,3.0,0.0,1.0,0.0,-1.0,1.0
1565925310454000.0,1.00091,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310504000.0,1.00018,3.0,0.0,1.0,0.0,-1.0,1.0
1565925310504000.0,1.00088,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310600000.0,1.00025,3.0,0.0,1.0,0.0,-1.0,1.0
1565925310600000.0,1.00095,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310685000.0,1.00096,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310704000.0,1.00125,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925310869000.0,1.00126,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925311221000.0,1.00127,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925311331000.0,1.00028,3.0,0.0,1.0,0.0,-1.0,1.0
1565925311331000.0,1.0013,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925311649000.0,1.00128,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925311729000.0,1.00131,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925311747000.0,1.00056,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925311938000.0,1.00057,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925312540000.0,1.0006,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925312125000.0,1.00064,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925312181000.0,1.00061,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925312297000.0,1.00058,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925312577000.0,1.00062,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925312869000.0,1.0007,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925313258000.0,1.00074,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925313328000.0,1.00071,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925313359000.0,1.00075,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925313505000.0,1.00072,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925313646000.0,1.00076,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925313937000.0,1.00077,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314106000.0,1.00073,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314145000.0,1.0008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314145000.0,1.00084,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314192000.0,1.00088,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314287000.0,1.00085,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314486000.0,1.00089,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314571000.0,1.00092,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314598000.0,1.00096,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925314723000.0,1.00086,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315129000.0,1.0009,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315166000.0,1.00087,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315330000.0,1.00091,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315347000.0,1.00098,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315420000.0,1.00101,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315463000.0,1.00102,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315675000.0,1.00099,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925315891000.0,1.00103,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316143000.0,1.001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316467000.0,1.00104,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316529000.0,1.00068,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316555000.0,1.00108,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316623000.0,1.00111,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316674000.0,1.00069,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925316703000.0,1.00115,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925317182000.0,1.0007,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925317198000.0,1.00073,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925317697000.0,1.0008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925317730000.0,1.00084,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925317902000.0,1.00081,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925318511000.0,1.00085,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925318612000.0,1.00089,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925318625000.0,1.00082,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925318878000.0,1.00092,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925318940000.0,1.00093,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925319242000.0,1.00096,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925319735000.0,1.00103,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925320249000.0,1.00107,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925321960000.0,1.00071,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925321272000.0,1.00075,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925322357000.0,1.00086,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925323417000.0,1.001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925323658000.0,1.00104,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925323761000.0,1.00111,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925324770000.0,1.00108,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925324968000.0,1.00112,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925325650000.0,1.00105,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925325156000.0,1.00119,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925325370000.0,1.00123,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925326333000.0,1.00007,3.0,0.0,1.0,0.0,-1.0,1.0
1565925326333000.0,1.0013,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925326511000.0,1.00011,3.0,0.0,1.0,0.0,-1.0,1.0
1565925326511000.0,1.00134,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925326698000.0,1.00131,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925326787000.0,1.00014,3.0,0.0,1.0,0.0,-1.0,1.0
1565925326787000.0,1.00138,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925326885000.0,1.00018,3.0,0.0,1.0,0.0,-1.0,1.0
1565925326885000.0,1.00141,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925327581000.0,1.00074,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925327606000.0,1.00077,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925328474000.0,1.00078,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925328523000.0,1.0002,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925343496000.0,1.00007,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925345107000.0,1.00002,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925345340000.0,1.00003,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925345867000.0,1.00001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925346145000.0,1.00005,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925346396000.0,1.00009,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925346598000.0,1.00013,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925346730000.0,1.00006,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925347720000.0,1.0001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925347620000.0,1.00011,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925347854000.0,1.00008,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348182000.0,1.00012,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348401000.0,1.00015,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348481000.0,1.00016,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348498000.0,1.00017,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348589000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565925348589000.0,1.00021,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348663000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565925348663000.0,1.00024,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348699000.0,1.0001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348723000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565925348723000.0,1.00028,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925348790000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925348790000.0,1.00032,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349160000.0,1.00033,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349194000.0,1.00012,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349221000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925349221000.0,1.00037,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349292000.0,1.00013,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349327000.0,1.00016,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349589000.0,1.00014,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925349859000.0,1.00015,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925350323000.0,1.00017,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925350662000.0,1.00018,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925351530000.0,1.00019,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925351335000.0,1.0002,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925351844000.0,1.00021,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925352471000.0,1.00022,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925352951000.0,1.00023,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925354930000.0,1.00026,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925354980000.0,1.00027,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925354674000.0,1.0003,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925356220000.0,1.00024,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925356918000.0,1.00025,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925357543000.0,1.00029,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925358276000.0,1.00033,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925359640000.0,1.00031,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925359943000.0,1.00032,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925362687000.0,1.00034,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925362736000.0,1.00037,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925367127000.0,1.00035,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925369200000.0,1.00036,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925371466000.0,1.00038,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925372145000.0,1.00042,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925372215000.0,1.00039,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925372235000.0,1.00046,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925373689000.0,1.0004,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925374414000.0,1.00041,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925375573000.0,1.00043,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925376105000.0,1.00044,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925376430000.0,1.00048,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925376557000.0,1.00045,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925378795000.0,1.00047,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925379409000.0,1.00053,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925380197000.0,1.00057,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925380228000.0,1.0006,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925380520000.0,1.00064,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925380567000.0,1.00067,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925380584000.0,1.00071,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925380596000.0,1.00074,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381643000.0,1.00078,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381779000.0,1.00082,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381825000.0,1.00085,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381840000.0,1.00089,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381881000.0,1.00053,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381893000.0,1.00092,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381906000.0,1.00096,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381948000.0,1.00057,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925381955000.0,1.0006,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925382510000.0,1.00056,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925382544000.0,1.00064,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925382602000.0,1.00067,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925382897000.0,1.00063,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925383972000.0,1.00071,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925383987000.0,1.00074,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925384117000.0,1.00053,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925385710000.0,1.0005,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925387555000.0,1.00059,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925388600000.0,1.00066,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925388770000.0,1.0007,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925388100000.0,1.00056,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925388133000.0,1.00077,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925394913000.0,1.00081,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925394949000.0,1.00084,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925395756000.0,1.00063,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925395842000.0,1.00074,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925396862000.0,1.00088,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925397906000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565925397919000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565925397979000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565925397999000.0,1.0007,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398930000.0,1.00056,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398104000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925398104000.0,1.00077,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398190000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925398190000.0,1.00081,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398203000.0,1.00019,3.0,0.0,1.0,0.0,-1.0,1.0
1565925398203000.0,1.00084,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398308000.0,1.00059,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398360000.0,1.00063,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398719000.0,1.0006,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398795000.0,1.00031,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398810000.0,1.00024,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398864000.0,1.00027,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398873000.0,1.00003,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398877000.0,1.00007,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398931000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565925398931000.0,1.0001,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925398944000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565925398944000.0,1.00014,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925399999000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565925399999000.0,1.00018,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400180000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400180000.0,1.00021,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400400000.0,1.00011,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400800000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400800000.0,1.00025,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400950000.0,1.00019,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400950000.0,1.00029,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400124000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400138000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400138000.0,1.00014,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400153000.0,1.00022,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400153000.0,1.00032,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400167000.0,1.00026,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400167000.0,1.00036,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400193000.0,1.00011,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400322000.0,1.0003,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400322000.0,1.00039,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400352000.0,1.00008,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400352000.0,1.00018,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400356000.0,1.00033,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400356000.0,1.00043,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400367000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400367000.0,1.00022,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400434000.0,1.00001,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400440000.0,1.00005,3.0,0.0,1.0,0.0,-1.0,1.0
1565925400440000.0,1.00015,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925400955000.0,1.00019,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401600000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401600000.0,1.00026,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401580000.0,1.00019,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401580000.0,1.0003,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401690000.0,1.00023,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401690000.0,1.00033,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401118000.0,1.00026,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401118000.0,1.00037,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401279000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401279000.0,1.00023,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401299000.0,1.0003,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401299000.0,1.00041,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401338000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401338000.0,1.00026,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401461000.0,1.00019,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401461000.0,1.0003,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925401496000.0,1.00023,3.0,0.0,1.0,0.0,-1.0,1.0
1565925401496000.0,1.00034,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402600000.0,1.00027,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402120000.0,1.00012,3.0,0.0,1.0,0.0,-1.0,1.0
1565925402120000.0,1.00023,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402170000.0,1.00026,3.0,0.0,1.0,0.0,-1.0,1.0
1565925402170000.0,1.00037,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402193000.0,1.00015,3.0,0.0,1.0,0.0,-1.0,1.0
1565925402322000.0,1.0003,3.0,0.0,1.0,0.0,-1.0,1.0
1565925402322000.0,1.00041,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402480000.0,1.00033,3.0,0.0,1.0,0.0,-1.0,1.0
1565925402480000.0,1.00044,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402494000.0,1.00037,3.0,0.0,1.0,0.0,-1.0,1.0
1565925402494000.0,1.00048,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925402903000.0,1.00049,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403220000.0,1.00038,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403230000.0,1.00026,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403330000.0,1.00042,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403400000.0,1.0004,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403400000.0,1.00052,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403610000.0,1.0003,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403660000.0,1.00044,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403660000.0,1.00056,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403830000.0,1.00047,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403830000.0,1.00059,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403970000.0,1.00051,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403970000.0,1.00063,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403293000.0,1.00055,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403293000.0,1.00067,6.0,-1.0,1.0,1.0,-1.0,0.0
1565925403319000.0,1.00026,3.0,0.0,1.0,0.0,-1.0,1.0
1565925403319000.0,1.00038,6.0,-1.0,1.0,1.0,-1.0,0.0
